date,from.code,from.city,to.code,to.city,price.czk
2022-07-18,NIC,Nicosia,SJJ,Sarajevo,3494
2022-07-18,NIC,Nicosia,SKP,Skopje,2762
2022-07-18,NIC,Nicosia,SOF,Sofia,2659
2022-07-18,NIC,Nicosia,TBS,Tbilisi,2719
2022-07-18,NIC,Nicosia,TGD,Podgorica,3123
2022-07-18,NIC,Nicosia,TIA,Tirana,2902
2022-07-18,NIC,Nicosia,TLL,Tallinn,5849
2022-07-18,NIC,Nicosia,VIE,Vienna,4252
2022-07-18,NIC,Nicosia,VNO,Vilnius,4656
2022-07-18,NIC,Nicosia,WAW,Warsaw,4589
2022-07-18,NIC,Nicosia,ZAG,Zagreb,3990
2022-07-18,OSL,Oslo,AMS,Amsterdam,2058
2022-07-18,OSL,Oslo,ARN,Stockholm,736
2022-07-18,OSL,Oslo,ATH,Athens,5465
2022-07-18,OSL,Oslo,BEG,Belgrade,3895
2022-07-18,OSL,Oslo,BRN,Bern,3190
2022-07-18,OSL,Oslo,BRU,Brussels,1730
2022-07-18,OSL,Oslo,BTS,Bratislava,2884
2022-07-18,OSL,Oslo,CDG,Paris,2860
2022-07-18,OSL,Oslo,CPH,Copenhagen,1154
2022-07-18,OSL,Oslo,DME,Moscow,3416
2022-07-18,OSL,Oslo,DUB,Dublin,2757
2022-07-18,OSL,Oslo,EVN,Yerevan,6759
2022-07-18,OSL,Oslo,FCO,Rome,3189
2022-07-18,OSL,Oslo,GYD,Baku,7169
2022-07-18,OSL,Oslo,HEL,Helsinki,1762
2022-07-18,OSL,Oslo,IEV,Kyiv,3516
2022-07-18,OSL,Oslo,KIV,Chisinau,3884
2022-07-18,OSL,Oslo,LHR,London,1928
2022-07-18,OSL,Oslo,LIS,Lisbon,5781
2022-07-18,OSL,Oslo,LJU,Ljubljana,3298
2022-07-18,OSL,Oslo,LUX,Luxembourg,2550
2022-07-18,OSL,Oslo,MAD,Madrid,4845
2022-07-18,OSL,Oslo,MLA,Valletta,4207
2022-07-18,OSL,Oslo,NIC,Nicosia,6627
2022-07-18,OSL,Oslo,OTP,Bucharest,4245
2022-07-18,OSL,Oslo,PRG,Prague,2424
2022-07-18,OSL,Oslo,PRN,Pristina,4392
2022-07-18,OSL,Oslo,RIX,Riga,1890
2022-07-18,OSL,Oslo,RKV,Reykjavik,3756
2022-07-18,OSL,Oslo,SJJ,Sarajevo,3969
2022-07-18,OSL,Oslo,SKP,Skopje,4355
2022-07-18,OSL,Oslo,SOF,Sofia,4511
2022-07-18,OSL,Oslo,TGD,Podgorica,4256
2022-07-18,OSL,Oslo,TIA,Tirana,4553
2022-07-18,OSL,Oslo,TLL,Tallinn,1790
2022-07-18,OSL,Oslo,TXL,Berlin,1959
2022-07-18,OSL,Oslo,VIE,Vienna,2848
2022-07-18,OSL,Oslo,VNO,Vilnius,2201
2022-07-18,OSL,Oslo,WAW,Warsaw,2316
2022-07-18,OSL,Oslo,ZAG,Zagreb,3450
2022-07-18,OTP,Bucharest,AMS,Amsterdam,3588
2022-07-18,OTP,Bucharest,ARN,Stockholm,3702
2022-07-18,OTP,Bucharest,BEG,Belgrade,1014
2022-07-18,OTP,Bucharest,BRN,Bern,3187
2022-07-18,OTP,Bucharest,BRU,Brussels,3714
2022-07-18,OTP,Bucharest,BTS,Bratislava,1755
2022-07-18,OTP,Bucharest,BUD,Budapest,1472
2022-07-18,OTP,Bucharest,CDG,Paris,3967
2022-07-18,OTP,Bucharest,CPH,Copenhagen,3463
2022-07-18,OTP,Bucharest,DME,Moscow,3139
2022-07-18,OTP,Bucharest,DUB,Dublin,5330
2022-07-18,OTP,Bucharest,ESB,Ankara,1633
2022-07-18,OTP,Bucharest,EVN,Yerevan,3421
2022-07-18,OTP,Bucharest,FCO,Rome,2503
2022-07-18,OTP,Bucharest,GYD,Baku,4186
2022-07-18,OTP,Bucharest,HEL,Helsinki,2842
2022-07-18,OTP,Bucharest,IEV,Kyiv,1737
2022-07-18,OTP,Bucharest,KIV,Chisinau,956
2022-07-18,OTP,Bucharest,LHR,London,4337
2022-07-18,OTP,Bucharest,LIS,Lisbon,6255
2022-07-18,OTP,Bucharest,LJU,Ljubljana,1584
2022-07-18,OTP,Bucharest,LUX,Luxembourg,3507
2022-07-18,OTP,Bucharest,MAD,Madrid,5089
2022-07-18,OTP,Bucharest,MLA,Valletta,2882
2022-07-18,OTP,Bucharest,MSQ,Minsk,2284
2022-07-18,OTP,Bucharest,NIC,Nicosia,2584
2022-07-18,OTP,Bucharest,OSL,Oslo,4159
2022-07-18,OTP,Bucharest,PRG,Prague,1757
2022-07-18,OTP,Bucharest,PRN,Pristina,1123
2022-07-18,OTP,Bucharest,RIX,Riga,2306
2022-07-18,OTP,Bucharest,RKV,Reykjavik,7371
2022-07-18,OTP,Bucharest,SJJ,Sarajevo,1413
2022-07-18,OTP,Bucharest,SKP,Skopje,858
2022-07-18,OTP,Bucharest,SOF,Sofia,786
2022-07-18,OTP,Bucharest,TBS,Tbilisi,3368
2022-07-18,OTP,Bucharest,TGD,Podgorica,1374
2022-07-18,OTP,Bucharest,TIA,Tirana,1377
2022-07-18,OTP,Bucharest,TLL,Tallinn,2612
2022-07-18,OTP,Bucharest,TXL,Berlin,2814
2022-07-18,OTP,Bucharest,VNO,Vilnius,2475
2022-07-18,OTP,Bucharest,WAW,Warsaw,2011
2022-07-18,OTP,Bucharest,ZAG,Zagreb,1824
2022-07-18,PRG,Prague,AMS,Amsterdam,1669
2022-07-18,PRG,Prague,ATH,Athens,3281
2022-07-18,PRG,Prague,BEG,Belgrade,1277
2022-07-18,PRG,Prague,BRN,Bern,1104
2022-07-18,PRG,Prague,BRU,Brussels,1629
2022-07-18,PRG,Prague,BTS,Bratislava,813
2022-07-18,PRG,Prague,BUD,Budapest,1103
2022-07-18,PRG,Prague,CDG,Paris,1474
2022-07-18,PRG,Prague,CPH,Copenhagen,1476
2022-07-18,PRG,Prague,DME,Moscow,3665
2022-07-18,PRG,Prague,DUB,Dublin,3090
2022-07-18,PRG,Prague,ESB,Ankara,3879
2022-07-18,PRG,Prague,EVN,Yerevan,5322
2022-07-18,PRG,Prague,FCO,Rome,2041
2022-07-18,PRG,Prague,GYD,Baku,6142
2022-07-18,PRG,Prague,HEL,Helsinki,2762
2022-07-18,PRG,Prague,IEV,Kyiv,2537
2022-07-18,PRG,Prague,KIV,Chisinau,2577
2022-07-18,PRG,Prague,LHR,London,2257
2022-07-18,PRG,Prague,LIS,Lisbon,4680
2022-07-18,PRG,Prague,LJU,Ljubljana,1095
2022-07-18,PRG,Prague,LUX,Luxembourg,1385
2022-07-18,PRG,Prague,MAD,Madrid,3720
2022-07-18,PRG,Prague,MLA,Valletta,3454
2022-07-18,PRG,Prague,MSQ,Minsk,2135
2022-07-18,PRG,Prague,NIC,Nicosia,4751
2022-07-18,PRG,Prague,OSL,Oslo,2383
2022-07-18,PRG,Prague,OTP,Bucharest,2381
2022-07-18,PRG,Prague,PRN,Pristina,2176
2022-07-18,PRG,Prague,RIX,Riga,2237
2022-07-18,PRG,Prague,RKV,Reykjavik,5568
2022-07-18,PRG,Prague,SJJ,Sarajevo,1680
2022-07-18,PRG,Prague,SKP,Skopje,2242
2022-07-18,PRG,Prague,SOF,Sofia,2386
2022-07-18,PRG,Prague,TBS,Tbilisi,5364
2022-07-18,PRG,Prague,TGD,Podgorica,1589
2022-07-18,PRG,Prague,TIA,Tirana,2329
2022-07-18,PRG,Prague,TLL,Tallinn,2657
2022-07-18,PRG,Prague,TXL,Berlin,728
2022-07-18,PRG,Prague,VIE,Vienna,713
2022-07-18,PRG,Prague,VNO,Vilnius,1997
2022-07-18,PRG,Prague,WAW,Warsaw,922
2022-07-18,PRG,Prague,ZAG,Zagreb,1191
2022-07-18,PRN,Pristina,AMS,Amsterdam,3391
2022-07-18,PRN,Pristina,ATH,Athens,1315
2022-07-18,PRN,Pristina,BRN,Bern,2587
2022-07-18,PRN,Pristina,BRU,Brussels,2486
2022-07-18,PRN,Pristina,BTS,Bratislava,1575
2022-07-18,PRN,Pristina,BUD,Budapest,1346
2022-07-18,PRN,Pristina,CDG,Paris,3434
2022-07-18,PRN,Pristina,CPH,Copenhagen,3370
2022-07-18,PRN,Pristina,DME,Moscow,3944
2022-07-18,PRN,Pristina,DUB,Dublin,4902
2022-07-18,PRN,Pristina,ESB,Ankara,2229
2022-07-18,PRN,Pristina,EVN,Yerevan,4067
2022-07-18,PRN,Pristina,FCO,Rome,1633
2022-07-18,PRN,Pristina,GYD,Baku,5015
2022-07-18,PRN,Pristina,HEL,Helsinki,4234
2022-07-18,PRN,Pristina,KIV,Chisinau,1770
2022-07-18,PRN,Pristina,LHR,London,4075
2022-07-18,PRN,Pristina,LIS,Lisbon,5384
2022-07-18,PRN,Pristina,LJU,Ljubljana,1501
2022-07-18,PRN,Pristina,LUX,Luxembourg,2927
2022-07-18,PRN,Pristina,MAD,Madrid,4392
2022-07-18,PRN,Pristina,MLA,Valletta,1596
2022-07-18,PRN,Pristina,MSQ,Minsk,2889
2022-07-18,PRN,Pristina,NIC,Nicosia,3044
2022-07-18,PRN,Pristina,OSL,Oslo,4370
2022-07-18,PRN,Pristina,OTP,Bucharest,835
2022-07-18,PRN,Pristina,PRG,Prague,2145
2022-07-18,PRN,Pristina,RIX,Riga,3392
2022-07-18,PRN,Pristina,RKV,Reykjavik,7580
2022-07-18,PRN,Pristina,SJJ,Sarajevo,705
2022-07-18,PRN,Pristina,TLL,Tallinn,3905
2022-07-18,PRN,Pristina,TXL,Berlin,2612
2022-07-18,PRN,Pristina,VIE,Vienna,1673
2022-07-18,PRN,Pristina,VNO,Vilnius,2194
2022-07-18,PRN,Pristina,WAW,Warsaw,2308
2022-07-18,PRN,Pristina,ZAG,Zagreb,1271
2022-07-18,RIX,Riga,AMS,Amsterdam,2955
2022-07-18,RIX,Riga,ARN,Stockholm,1108
2022-07-18,RIX,Riga,ATH,Athens,4541
2022-07-18,RIX,Riga,BRN,Bern,3520
2022-07-18,RIX,Riga,BRU,Brussels,3099
2022-07-18,RIX,Riga,BTS,Bratislava,2263
2022-07-18,RIX,Riga,BUD,Budapest,2424
2022-07-18,RIX,Riga,CDG,Paris,3624
2022-07-18,RIX,Riga,CPH,Copenhagen,1649
2022-07-18,RIX,Riga,DME,Moscow,1841
2022-07-18,RIX,Riga,DUB,Dublin,4180
2022-07-18,RIX,Riga,ESB,Ankara,4215
2022-07-18,RIX,Riga,EVN,Yerevan,4964
2022-07-18,RIX,Riga,FCO,Rome,3958
2022-07-18,RIX,Riga,GYD,Baku,4044
2022-07-18,RIX,Riga,HEL,Helsinki,944
2022-07-18,RIX,Riga,IEV,Kyiv,1883
2022-07-18,RIX,Riga,KIV,Chisinau,2448
2022-07-18,RIX,Riga,LHR,London,3608
2022-07-18,RIX,Riga,LIS,Lisbon,6511
2022-07-18,RIX,Riga,LUX,Luxembourg,3054
2022-07-18,RIX,Riga,MLA,Valletta,5154
2022-07-18,RIX,Riga,MSQ,Minsk,985
2022-07-18,RIX,Riga,NIC,Nicosia,5136
2022-07-18,RIX,Riga,OSL,Oslo,1854
2022-07-18,RIX,Riga,OTP,Bucharest,3063
2022-07-18,RIX,Riga,PRN,Pristina,2600
2022-07-18,RIX,Riga,RKV,Reykjavik,5404
2022-07-18,RIX,Riga,SJJ,Sarajevo,3140
2022-07-18,RIX,Riga,SKP,Skopje,3559
2022-07-18,RIX,Riga,SOF,Sofia,3297
2022-07-18,RIX,Riga,TBS,Tbilisi,4813
2022-07-18,RIX,Riga,TGD,Podgorica,3420
2022-07-18,RIX,Riga,TIA,Tirana,3806
2022-07-18,RIX,Riga,TLL,Tallinn,778
2022-07-18,RIX,Riga,TXL,Berlin,1881
2022-07-18,RIX,Riga,VIE,Vienna,2423
2022-07-18,RIX,Riga,VNO,Vilnius,750
2022-07-18,RIX,Riga,WAW,Warsaw,1343
2022-07-18,RIX,Riga,ZAG,Zagreb,2937
2022-07-18,RKV,Reykjavik,AMS,Amsterdam,4277
2022-07-18,RKV,Reykjavik,ARN,Stockholm,4569
2022-07-18,RKV,Reykjavik,ATH,Athens,8458
2022-07-18,RKV,Reykjavik,BEG,Belgrade,6926
2022-07-18,RKV,Reykjavik,BRN,Bern,5509
2022-07-18,RKV,Reykjavik,BRU,Brussels,4411
2022-07-18,RKV,Reykjavik,BTS,Bratislava,6129
2022-07-18,RKV,Reykjavik,BUD,Budapest,6435
2022-07-18,RKV,Reykjavik,CDG,Paris,3558
2022-07-18,RKV,Reykjavik,DME,Moscow,6707
2022-07-18,RKV,Reykjavik,DUB,Dublin,3185
2022-07-18,RKV,Reykjavik,ESB,Ankara,8847
2022-07-18,RKV,Reykjavik,EVN,Yerevan,10029
2022-07-18,RKV,Reykjavik,FCO,Rome,6856
2022-07-18,RKV,Reykjavik,GYD,Baku,10556
2022-07-18,RKV,Reykjavik,HEL,Helsinki,5067
2022-07-18,RKV,Reykjavik,IEV,Kyiv,6965
2022-07-18,RKV,Reykjavik,KIV,Chisinau,7433
2022-07-18,RKV,Reykjavik,LHR,London,3997
2022-07-18,RKV,Reykjavik,LIS,Lisbon,6147
2022-07-18,RKV,Reykjavik,LJU,Ljubljana,6324
2022-07-18,RKV,Reykjavik,LUX,Luxembourg,4845
2022-07-18,RKV,Reykjavik,MAD,Madrid,5932
2022-07-18,RKV,Reykjavik,MLA,Valletta,8362
2022-07-18,RKV,Reykjavik,MSQ,Minsk,6043
2022-07-18,RKV,Reykjavik,NIC,Nicosia,9896
2022-07-18,RKV,Reykjavik,OSL,Oslo,3654
2022-07-18,RKV,Reykjavik,OTP,Bucharest,5626
2022-07-18,RKV,Reykjavik,PRG,Prague,5477
2022-07-18,RKV,Reykjavik,PRN,Pristina,7582
2022-07-18,RKV,Reykjavik,RIX,Riga,5357
2022-07-18,RKV,Reykjavik,SJJ,Sarajevo,7012
2022-07-18,RKV,Reykjavik,SKP,Skopje,7570
2022-07-18,RKV,Reykjavik,SOF,Sofia,7507
2022-07-18,RKV,Reykjavik,TBS,Tbilisi,9856
2022-07-18,RKV,Reykjavik,TGD,Podgorica,7150
2022-07-18,RKV,Reykjavik,TIA,Tirana,7584
2022-07-18,RKV,Reykjavik,TLL,Tallinn,5131
2022-07-18,RKV,Reykjavik,TXL,Berlin,4927
2022-07-18,RKV,Reykjavik,VIE,Vienna,5825
2022-07-18,RKV,Reykjavik,VNO,Vilnius,5698
2022-07-18,RKV,Reykjavik,WAW,Warsaw,5807
2022-07-18,RKV,Reykjavik,ZAG,Zagreb,6262
2022-07-18,SJJ,Sarajevo,AMS,Amsterdam,2944
2022-07-18,SJJ,Sarajevo,ARN,Stockholm,3583
2022-07-18,SJJ,Sarajevo,ATH,Athens,1753
2022-07-18,SJJ,Sarajevo,BRN,Bern,2030
2022-07-18,SJJ,Sarajevo,BRU,Brussels,2899
2022-07-18,SJJ,Sarajevo,BTS,Bratislava,1096
2022-07-18,SJJ,Sarajevo,BUD,Budapest,969
2022-07-18,SJJ,Sarajevo,CDG,Paris,2834
2022-07-18,SJJ,Sarajevo,CPH,Copenhagen,3049
2022-07-18,SJJ,Sarajevo,DME,Moscow,3913
2022-07-18,SJJ,Sarajevo,DUB,Dublin,3246
2022-07-18,SJJ,Sarajevo,ESB,Ankara,2731
2022-07-18,SJJ,Sarajevo,EVN,Yerevan,3417
2022-07-18,SJJ,Sarajevo,FCO,Rome,1251
2022-07-18,SJJ,Sarajevo,GYD,Baku,5466
2022-07-18,SJJ,Sarajevo,HEL,Helsinki,3936
2022-07-18,SJJ,Sarajevo,IEV,Kyiv,1903
2022-07-18,SJJ,Sarajevo,KIV,Chisinau,1985
2022-07-18,SJJ,Sarajevo,LHR,London,3447
2022-07-18,SJJ,Sarajevo,LIS,Lisbon,4769
2022-07-18,SJJ,Sarajevo,LJU,Ljubljana,1017
2022-07-18,SJJ,Sarajevo,LUX,Luxembourg,2477
2022-07-18,SJJ,Sarajevo,MLA,Valletta,2042
2022-07-18,SJJ,Sarajevo,MSQ,Minsk,2872
2022-07-18,SJJ,Sarajevo,NIC,Nicosia,3428
2022-07-18,SJJ,Sarajevo,OSL,Oslo,3932
2022-07-18,SJJ,Sarajevo,OTP,Bucharest,1404
2022-07-18,SJJ,Sarajevo,PRG,Prague,1674
2022-07-18,SJJ,Sarajevo,PRN,Pristina,758
2022-07-18,SJJ,Sarajevo,RIX,Riga,3214
2022-07-18,SJJ,Sarajevo,RKV,Reykjavik,6953
2022-07-18,SJJ,Sarajevo,SKP,Skopje,814
2022-07-18,SJJ,Sarajevo,SOF,Sofia,1078
2022-07-18,SJJ,Sarajevo,TBS,Tbilisi,3265
2022-07-18,SJJ,Sarajevo,TIA,Tirana,820
2022-07-18,SJJ,Sarajevo,TLL,Tallinn,3706
2022-07-18,SJJ,Sarajevo,TXL,Berlin,2170
2022-07-18,SJJ,Sarajevo,VIE,Vienna,1226
2022-07-18,SJJ,Sarajevo,VNO,Vilnius,2869
2022-07-18,SJJ,Sarajevo,WAW,Warsaw,2121
2022-07-18,SJJ,Sarajevo,ZAG,Zagreb,804
2022-07-18,SKP,Skopje,ARN,Stockholm,4076
2022-07-18,SKP,Skopje,ATH,Athens,1191
2022-07-18,SKP,Skopje,BEG,Belgrade,864
2022-07-18,SKP,Skopje,BRN,Bern,2582
2022-07-18,SKP,Skopje,BRU,Brussels,3415
2022-07-18,SKP,Skopje,BTS,Bratislava,1684
2022-07-18,SKP,Skopje,BUD,Budapest,1497
2022-07-18,SKP,Skopje,CDG,Paris,3620
2022-07-18,SKP,Skopje,CPH,Copenhagen,3467
2022-07-18,SKP,Skopje,DME,Moscow,4090
2022-07-18,SKP,Skopje,DUB,Dublin,5003
2022-07-18,SKP,Skopje,EVN,Yerevan,4108
2022-07-18,SKP,Skopje,FCO,Rome,1704
2022-07-18,SKP,Skopje,GYD,Baku,4830
2022-07-18,SKP,Skopje,HEL,Helsinki,3249
2022-07-18,SKP,Skopje,IEV,Kyiv,2539
2022-07-18,SKP,Skopje,KIV,Chisinau,1811
2022-07-18,SKP,Skopje,LHR,London,4134
2022-07-18,SKP,Skopje,LIS,Lisbon,5394
2022-07-18,SKP,Skopje,LJU,Ljubljana,1609
2022-07-18,SKP,Skopje,LUX,Luxembourg,3047
2022-07-18,SKP,Skopje,MAD,Madrid,4444
2022-07-18,SKP,Skopje,MLA,Valletta,2085
2022-07-18,SKP,Skopje,MSQ,Minsk,2220
2022-07-18,SKP,Skopje,NIC,Nicosia,2744
2022-07-18,SKP,Skopje,OSL,Oslo,4447
2022-07-18,SKP,Skopje,OTP,Bucharest,1145
2022-07-18,SKP,Skopje,PRG,Prague,1738
2022-07-18,SKP,Skopje,RIX,Riga,3627
2022-07-18,SKP,Skopje,RKV,Reykjavik,7583
2022-07-18,SKP,Skopje,SJJ,Sarajevo,876
2022-07-18,SKP,Skopje,TBS,Tbilisi,4129
2022-07-18,SKP,Skopje,TLL,Tallinn,4168
2022-07-18,SKP,Skopje,TXL,Berlin,2872
2022-07-18,SKP,Skopje,VIE,Vienna,1743
2022-07-18,SKP,Skopje,VNO,Vilnius,3147
2022-07-18,SKP,Skopje,WAW,Warsaw,2555
2022-07-18,SKP,Skopje,ZAG,Zagreb,1363
2022-07-18,SOF,Sofia,AMS,Amsterdam,3751
2022-07-18,SOF,Sofia,ARN,Stockholm,2985
2022-07-18,SOF,Sofia,ATH,Athens,1244
2022-07-18,SOF,Sofia,BEG,Belgrade,865
2022-07-18,SOF,Sofia,BRN,Bern,2816
2022-07-18,SOF,Sofia,BRU,Brussels,3532
2022-07-18,SOF,Sofia,BTS,Bratislava,1721
2022-07-18,SOF,Sofia,BUD,Budapest,1100
2022-07-18,SOF,Sofia,CDG,Paris,3712
2022-07-18,SOF,Sofia,CPH,Copenhagen,3412
2022-07-18,SOF,Sofia,DME,Moscow,3807
2022-07-18,SOF,Sofia,DUB,Dublin,5118
2022-07-18,SOF,Sofia,ESB,Ankara,1880
2022-07-18,SOF,Sofia,EVN,Yerevan,3757
2022-07-18,SOF,Sofia,FCO,Rome,2032
2022-07-18,SOF,Sofia,GYD,Baku,4641
2022-07-18,SOF,Sofia,HEL,Helsinki,4065
2022-07-18,SOF,Sofia,IEV,Kyiv,2199
2022-07-18,SOF,Sofia,LHR,London,3178
2022-07-18,SOF,Sofia,LIS,Lisbon,5885
2022-07-18,SOF,Sofia,LJU,Ljubljana,1799
2022-07-18,SOF,Sofia,LUX,Luxembourg,3228
2022-07-18,SOF,Sofia,MAD,Madrid,4724
2022-07-18,SOF,Sofia,MLA,Valletta,2291
2022-07-18,SOF,Sofia,MSQ,Minsk,2749
2022-07-18,SOF,Sofia,NIC,Nicosia,2571
2022-07-18,SOF,Sofia,OSL,Oslo,3358
2022-07-18,SOF,Sofia,OTP,Bucharest,786
2022-07-18,SOF,Sofia,PRG,Prague,1678
2022-07-18,SOF,Sofia,RIX,Riga,3341
2022-07-18,SOF,Sofia,RKV,Reykjavik,7510
2022-07-18,SOF,Sofia,SJJ,Sarajevo,1084
2022-07-18,SOF,Sofia,TBS,Tbilisi,3728
2022-07-18,SOF,Sofia,TGD,Podgorica,891
2022-07-18,SOF,Sofia,TIA,Tirana,832
2022-07-18,SOF,Sofia,TLL,Tallinn,3845
2022-07-18,SOF,Sofia,TXL,Berlin,2087
2022-07-18,SOF,Sofia,VIE,Vienna,1796
2022-07-18,SOF,Sofia,WAW,Warsaw,2376
2022-07-18,SOF,Sofia,ZAG,Zagreb,1471
2022-07-18,TBS,Tbilisi,ARN,Stockholm,5514
2022-07-18,TBS,Tbilisi,ATH,Athens,3881
2022-07-18,TBS,Tbilisi,BEG,Belgrade,4152
2022-07-18,TBS,Tbilisi,BRN,Bern,6244
2022-07-18,TBS,Tbilisi,BTS,Bratislava,4789
2022-07-18,TBS,Tbilisi,BUD,Budapest,4519
2022-07-18,TBS,Tbilisi,CDG,Paris,7084
2022-07-18,TBS,Tbilisi,CPH,Copenhagen,5758
2022-07-18,TBS,Tbilisi,DME,Moscow,3443
2022-07-18,TBS,Tbilisi,DUB,Dublin,8218
2022-07-18,TBS,Tbilisi,ESB,Ankara,2204
2022-07-18,TBS,Tbilisi,FCO,Rome,5532
2022-07-18,TBS,Tbilisi,GYD,Baku,832
2022-07-18,TBS,Tbilisi,HEL,Helsinki,5036
2022-07-18,TBS,Tbilisi,KIV,Chisinau,2903
2022-07-18,TBS,Tbilisi,LHR,London,7222
2022-07-18,TBS,Tbilisi,LIS,Lisbon,9074
2022-07-18,TBS,Tbilisi,LJU,Ljubljana,5120
2022-07-18,TBS,Tbilisi,LUX,Luxembourg,6410
2022-07-18,TBS,Tbilisi,MAD,Madrid,8212
2022-07-18,TBS,Tbilisi,MSQ,Minsk,3911
2022-07-18,TBS,Tbilisi,NIC,Nicosia,2002
2022-07-18,TBS,Tbilisi,OSL,Oslo,6366
2022-07-18,TBS,Tbilisi,OTP,Bucharest,3415
2022-07-18,TBS,Tbilisi,PRN,Pristina,4141
2022-07-18,TBS,Tbilisi,RIX,Riga,4809
2022-07-18,TBS,Tbilisi,SKP,Skopje,4039
2022-07-18,TBS,Tbilisi,SOF,Sofia,3749
2022-07-18,TBS,Tbilisi,TGD,Podgorica,4453
2022-07-18,TBS,Tbilisi,TIA,Tirana,4271
2022-07-18,TBS,Tbilisi,TLL,Tallinn,5042
2022-07-18,TBS,Tbilisi,VIE,Vienna,4914
2022-07-18,TBS,Tbilisi,VNO,Vilnius,4275
2022-07-18,TBS,Tbilisi,WAW,Warsaw,3370
2022-07-18,TBS,Tbilisi,ZAG,Zagreb,4848
2022-07-18,TGD,Podgorica,AMS,Amsterdam,3337
2022-07-18,TGD,Podgorica,ARN,Stockholm,3986
2022-07-18,TGD,Podgorica,ATH,Athens,1441
2022-07-18,TGD,Podgorica,BEG,Belgrade,576
2022-07-18,TGD,Podgorica,BRN,Bern,2353
2022-07-18,TGD,Podgorica,BRU,Brussels,3077
2022-07-18,TGD,Podgorica,BTS,Bratislava,1522
2022-07-18,TGD,Podgorica,CDG,Paris,3269
2022-07-18,TGD,Podgorica,CPH,Copenhagen,3254
2022-07-18,TGD,Podgorica,DME,Moscow,4206
2022-07-18,TGD,Podgorica,DUB,Dublin,4617
2022-07-18,TGD,Podgorica,ESB,Ankara,2503
2022-07-18,TGD,Podgorica,EVN,Yerevan,4456
2022-07-18,TGD,Podgorica,FCO,Rome,1321
2022-07-18,TGD,Podgorica,GYD,Baku,5445
2022-07-18,TGD,Podgorica,HEL,Helsinki,4197
2022-07-18,TGD,Podgorica,IEV,Kyiv,2637
2022-07-18,TGD,Podgorica,KIV,Chisinau,1523
2022-07-18,TGD,Podgorica,LHR,London,3672
2022-07-18,TGD,Podgorica,LIS,Lisbon,5117
2022-07-18,TGD,Podgorica,LJU,Ljubljana,1256
2022-07-18,TGD,Podgorica,LUX,Luxembourg,2745
2022-07-18,TGD,Podgorica,MAD,Madrid,4101
2022-07-18,TGD,Podgorica,MLA,Valletta,1884
2022-07-18,TGD,Podgorica,MSQ,Minsk,3089
2022-07-18,TGD,Podgorica,NIC,Nicosia,3056
2022-07-18,TGD,Podgorica,OSL,Oslo,3220
2022-07-18,TGD,Podgorica,OTP,Bucharest,1416
2022-07-18,TGD,Podgorica,PRG,Prague,2023
2022-07-18,TGD,Podgorica,RIX,Riga,2664
2022-07-18,TGD,Podgorica,RKV,Reykjavik,5405
2022-07-18,TGD,Podgorica,SOF,Sofia,871
2022-07-18,TGD,Podgorica,TBS,Tbilisi,4294
2022-07-18,TGD,Podgorica,TLL,Tallinn,4019
2022-07-18,TGD,Podgorica,TXL,Berlin,2596
2022-07-18,TGD,Podgorica,VIE,Vienna,1622
2022-07-18,TGD,Podgorica,VNO,Vilnius,3144
2022-07-18,TGD,Podgorica,WAW,Warsaw,2331
2022-07-18,TGD,Podgorica,ZAG,Zagreb,1084
2022-07-18,TIA,Tirana,AMS,Amsterdam,3439
2022-07-18,TIA,Tirana,ARN,Stockholm,4206
2022-07-18,TIA,Tirana,ATH,Athens,1262
2022-07-18,TIA,Tirana,BEG,Belgrade,963
2022-07-18,TIA,Tirana,BRN,Bern,2543
2022-07-18,TIA,Tirana,BRU,Brussels,3364
2022-07-18,TIA,Tirana,BTS,Bratislava,1709
2022-07-18,TIA,Tirana,BUD,Budapest,1598
2022-07-18,TIA,Tirana,CPH,Copenhagen,3671
2022-07-18,TIA,Tirana,DUB,Dublin,5007
2022-07-18,TIA,Tirana,ESB,Ankara,2421
2022-07-18,TIA,Tirana,EVN,Yerevan,4398
2022-07-18,TIA,Tirana,FCO,Rome,1399
2022-07-18,TIA,Tirana,GYD,Baku,5238
2022-07-18,TIA,Tirana,HEL,Helsinki,4427
2022-07-18,TIA,Tirana,IEV,Kyiv,2873
2022-07-18,TIA,Tirana,LHR,London,3970
2022-07-18,TIA,Tirana,LIS,Lisbon,5135
2022-07-18,TIA,Tirana,LJU,Ljubljana,1482
2022-07-18,TIA,Tirana,LUX,Luxembourg,3022
2022-07-18,TIA,Tirana,MAD,Madrid,4191
2022-07-18,TIA,Tirana,MSQ,Minsk,3246
2022-07-18,TIA,Tirana,NIC,Nicosia,2188
2022-07-18,TIA,Tirana,OSL,Oslo,4462
2022-07-18,TIA,Tirana,OTP,Bucharest,1425
2022-07-18,TIA,Tirana,PRG,Prague,2308
2022-07-18,TIA,Tirana,RIX,Riga,3750
2022-07-18,TIA,Tirana,RKV,Reykjavik,7506
2022-07-18,TIA,Tirana,SJJ,Sarajevo,810
2022-07-18,TIA,Tirana,SOF,Sofia,823
2022-07-18,TIA,Tirana,TBS,Tbilisi,3225
2022-07-18,TIA,Tirana,TLL,Tallinn,4338
2022-07-18,TIA,Tirana,TXL,Berlin,2159
2022-07-18,TIA,Tirana,VIE,Vienna,1888
